Ore Name,ItemStack,Item ID,Wildcard,Mod
oreGreenSapphire,1xgt.blockores@504,gregtech:gt.blockores,false,gregtech
oreGrossular,1xgt.blockores@831,gregtech:gt.blockores,false,gregtech
oreGypsum,1xgt.blockores@934,gregtech:gt.blockores,false,gregtech
oreGypsum,1xtile.oreGypsum@0,ihl:oreGypsum,false,ihl
oreGypsum,1xtile.weakOreRock@11,PFAAGeologica:weakOreRock,false,PFAAGeologica
oreHolmium,1xgt.blockores@74,gregtech:gt.blockores,false,gregtech
oreIlmenite,1xgt.blockores@918,gregtech:gt.blockores,false,gregtech
oreIlmenite,1xtile.strongOreRock@4,PFAAGeologica:strongOreRock,false,PFAAGeologica
oreIndium,1xgt.blockores@56,gregtech:gt.blockores,false,gregtech
oreInfusedAir,1xtile.blockCustomOre@1,Thaumcraft:blockCustomOre,false,Thaumcraft
oreInfusedAir,1xgt.blockores@540,gregtech:gt.blockores,false,gregtech
oreInfusedEarth,1xtile.blockCustomOre@4,Thaumcraft:blockCustomOre,false,Thaumcraft
oreInfusedEarth,1xgt.blockores@542,gregtech:gt.blockores,false,gregtech
oreInfusedEntropy,1xtile.blockCustomOre@6,Thaumcraft:blockCustomOre,false,Thaumcraft
oreInfusedEntropy,1xgt.blockores@544,gregtech:gt.blockores,false,gregtech
oreInfusedFire,1xtile.blockCustomOre@2,Thaumcraft:blockCustomOre,false,Thaumcraft
oreInfusedFire,1xgt.blockores@541,gregtech:gt.blockores,false,gregtech
oreInfusedGold,1xgt.blockores@323,gregtech:gt.blockores,false,gregtech
oreInfusedOrder,1xtile.blockCustomOre@5,Thaumcraft:blockCustomOre,false,Thaumcraft
oreInfusedOrder,1xgt.blockores@545,gregtech:gt.blockores,false,gregtech
oreInfusedWater,1xtile.blockCustomOre@3,Thaumcraft:blockCustomOre,false,Thaumcraft
oreInfusedWater,1xgt.blockores@543,gregtech:gt.blockores,false,gregtech
oreIridium,1xgt.blockores@84,gregtech:gt.blockores,false,gregtech
oreIron,1xtile.oreIron@0,minecraft:iron_ore,false,minecraft
oreIron,1xgt.blockores@32,gregtech:gt.blockores,false,gregtech
oreJade,1xgt.blockores@537,gregtech:gt.blockores,false,gregtech
oreJasper,1xgt.blockores@511,gregtech:gt.blockores,false,gregtech
oreKaolinite,1xgt.blockores@929,gregtech:gt.blockores,false,gregtech
oreKaolinite,1xtile.weakOreClay@3,PFAAGeologica:weakOreClay,false,PFAAGeologica
oreKyanite,1xgt.blockores@924,gregtech:gt.blockores,false,gregtech
oreKyanite,1xtile.strongOreRock@12,PFAAGeologica:strongOreRock,false,PFAAGeologica
oreLanthanum,1xgt.blockores@64,gregtech:gt.blockores,false,gregtech
oreLapis,1xtile.oreLapis@0,minecraft:lapis_ore,false,minecraft
oreLapis,1xgt.blockores@526,gregtech:gt.blockores,false,gregtech
oreLapis,1xtile.vanillaOreRock@1,PFAAGeologica:vanillaOreRock,false,PFAAGeologica
oreLazurite,1xgt.blockores@524,gregtech:gt.blockores,false,gregtech
oreLead,1xic2.blockOreLead@0,IC2:blockOreLead,false,IC2
oreLead,1xgt.blockores@89,gregtech:gt.blockores,false,gregtech
oreLepidolite,1xgt.blockores@907,gregtech:gt.blockores,false,gregtech
oreLepidolite,1xtile.mediumOreRock@4,PFAAGeologica:mediumOreRock,false,PFAAGeologica
oreLignite,1xgt.blockores@538,gregtech:gt.blockores,false,gregtech
oreLignite,1xtile.crudeRock@2,PFAAGeologica:crudeRock,false,PFAAGeologica
oreLimestone,1xtile.oreLimestone@0,ihl:oreLimestone,false,ihl
oreLithium,1xgt.blockores@6,gregtech:gt.blockores,false,gregtech
oreLutetium,1xgt.blockores@78,gregtech:gt.blockores,false,gregtech
oreMagnesite,1xgt.blockores@908,gregtech:gt.blockores,false,gregtech
oreMagnesite,1xtile.mediumOreRock@5,PFAAGeologica:mediumOreRock,false,PFAAGeologica
oreMagnesium,1xgt.blockores@18,gregtech:gt.blockores,false,gregtech
oreMagnetite,1xgt.blockores@870,gregtech:gt.blockores,false,gregtech
oreMagnetite,1xtile.strongOreRock@5,PFAAGeologica:strongOreRock,false,PFAAGeologica
oreMalachite,1xgt.blockores@871,gregtech:gt.blockores,false,gregtech
oreManganese,1xgt.blockores@31,gregtech:gt.blockores,false,gregtech
oreMeteoricIron,1xgt.blockores@340,gregtech:gt.blockores,false,gregtech
oreMica,1xgt.blockores@901,gregtech:gt.blockores,false,gregtech
oreMica,1xtile.weakOreRock@13,PFAAGeologica:weakOreRock,false,PFAAGeologica
oreMidasium,1xgt.blockores@332,gregtech:gt.blockores,false,gregtech
oreMirabilite,1xgt.blockores@900,gregtech:gt.blockores,false,gregtech
oreMirabilite,1xtile.weakOreRock@12,PFAAGeologica:weakOreRock,false,PFAAGeologica
oreMithril,1xgt.blockores@331,gregtech:gt.blockores,false,gregtech
oreMolybdenite,1xgt.blockores@942,gregtech:gt.blockores,false,gregtech
oreMolybdenite,1xtile.weakOreRock@3,PFAAGeologica:weakOreRock,false,PFAAGeologica
oreMolybdenum,1xgt.blockores@48,gregtech:gt.blockores,false,gregtech
oreMonazite,1xgt.blockores@520,gregtech:gt.blockores,false,gregtech
oreNaquadah,1xgt.blockores@324,gregtech:gt.blockores,false,gregtech
oreNaquadahEnriched,1xgt.blockores@326,gregtech:gt.blockores,false,gregtech
oreNaquadria,1xgt.blockores@327,gregtech:gt.blockores,false,gregtech
oreNeodymium,1xgt.blockores@67,gregtech:gt.blockores,false,gregtech
oreNetherQuartz,1xtile.netherquartz@0,minecraft:quartz_ore,false,minecraft
oreNetherQuartz,1xgt.blockores@522,gregtech:gt.blockores,false,gregtech
oreNetherrackAdamant,1xgt.blockores@1319,gregtech:gt.blockores,false,gregtech
oreNetherrackAdamantine,1xgt.blockores@1319,gregtech:gt.blockores,false,gregtech
oreNetherrackAdamantium,1xgt.blockores@1319,gregtech:gt.blockores,false,gregtech
oreNetherrackAlmandine,1xgt.blockores@1820,gregtech:gt.blockores,false,gregtech
oreNetherrackAluminium,1xgt.blockores@1019,gregtech:gt.blockores,false,gregtech
oreNetherrackAlunite,1xgt.blockores@1911,gregtech:gt.blockores,false,gregtech
oreNetherrackAmber,1xgt.blockores@1514,gregtech:gt.blockores,false,gregtech
oreNetherrackAmericium,1xgt.blockores@1103,gregtech:gt.blockores,false,gregtech
oreNetherrackAmethyst,1xgt.blockores@1509,gregtech:gt.blockores,false,gregtech
oreNetherrackAndradite,1xgt.blockores@1821,gregtech:gt.blockores,false,gregtech
oreNetherrackAntimony,1xgt.blockores@1058,gregtech:gt.blockores,false,gregtech
oreNetherrackAnyCopper,1xgt.blockores@1035,gregtech:gt.blockores,false,gregtech
oreNetherrackAnyIron,1xgt.blockores@1032,gregtech:gt.blockores,false,gregtech
oreNetherrackAnyIron,1xgt.blockores@1307,gregtech:gt.blockores,false,gregtech
oreNetherrackApatite,1xgt.blockores@1530,gregtech:gt.blockores,false,gregtech
oreNetherrackArsenic,1xgt.blockores@1039,gregtech:gt.blockores,false,gregtech
oreNetherrackAsbestos,1xgt.blockores@1946,gregtech:gt.blockores,false,gregtech
oreNetherrackAstralSilver,1xgt.blockores@1333,gregtech:gt.blockores,false,gregtech
oreNetherrackBandedIron,1xgt.blockores@1917,gregtech:gt.blockores,false,gregtech
oreNetherrackBarite,1xgt.blockores@1904,gregtech:gt.blockores,false,gregtech
oreNetherrackBarium,1xgt.blockores@1063,gregtech:gt.blockores,false,gregtech
oreNetherrackBasalticMineralSand,1xgt.blockores@1935,gregtech:gt.blockores,false,gregtech
oreNetherrackBastnasite,1xgt.blockores@1905,gregtech:gt.blockores,false,gregtech
oreNetherrackBauxite,1xgt.blockores@1822,gregtech:gt.blockores,false,gregtech
oreNetherrackBentonite,1xgt.blockores@1927,gregtech:gt.blockores,false,gregtech
oreNetherrackBeryllium,1xgt.blockores@1008,gregtech:gt.blockores,false,gregtech
oreNetherrackBismuth,1xgt.blockores@1090,gregtech:gt.blockores,false,gregtech
oreNetherrackBlueTopaz,1xgt.blockores@1513,gregtech:gt.blockores,false,gregtech
oreNetherrackBorax,1xgt.blockores@1941,gregtech:gt.blockores,false,gregtech
oreNetherrackBoron,1xgt.blockores@1009,gregtech:gt.blockores,false,gregtech
oreNetherrackBrownLimonite,1xgt.blockores@1930,gregtech:gt.blockores,false,gregtech
oreNetherrackCadmium,1xgt.blockores@1055,gregtech:gt.blockores,false,gregtech
oreNetherrackCaesium,1xgt.blockores@1062,gregtech:gt.blockores,false,gregtech
oreNetherrackCalcite,1xgt.blockores@1823,gregtech:gt.blockores,false,gregtech
oreNetherrackCassiterite,1xgt.blockores@1824,gregtech:gt.blockores,false,gregtech
oreNetherrackCassiteriteSand,1xgt.blockores@1937,gregtech:gt.blockores,false,gregtech
oreNetherrackCelestine,1xgt.blockores@1913,gregtech:gt.blockores,false,gregtech
oreNetherrackCerium,1xgt.blockores@1065,gregtech:gt.blockores,false,gregtech
oreNetherrackCertusQuartz,1xgt.blockores@1516,gregtech:gt.blockores,false,gregtech
oreNetherrackChalcopyrite,1xgt.blockores@1855,gregtech:gt.blockores,false,gregtech
oreNetherrackChargedCertusQuartz,1xgt.blockores@1517,gregtech:gt.blockores,false,gregtech
oreNetherrackCheese,1xgt.blockores@1894,gregtech:gt.blockores,false,gregtech
oreNetherrackChrome,1xgt.blockores@1030,gregtech:gt.blockores,false,gregtech
oreNetherrackChromite,1xgt.blockores@1825,gregtech:gt.blockores,false,gregtech
oreNetherrackChrysotile,1xgt.blockores@1912,gregtech:gt.blockores,false,gregtech
oreNetherrackCinnabar,1xgt.blockores@1826,gregtech:gt.blockores,false,gregtech
oreNetherrackCoal,1xgt.blockores@1535,gregtech:gt.blockores,false,gregtech
oreNetherrackCobalt,1xgt.blockores@1033,gregtech:gt.blockores,false,gregtech
oreNetherrackCobaltite,1xgt.blockores@1827,gregtech:gt.blockores,false,gregtech
oreNetherrackCooperite,1xgt.blockores@1828,gregtech:gt.blockores,false,gregtech
oreNetherrackCopper,1xgt.blockores@1035,gregtech:gt.blockores,false,gregtech
oreNetherrackDarkIron,1xgt.blockores@1342,gregtech:gt.blockores,false,gregtech
oreNetherrackDeepIron,1xgt.blockores@1829,gregtech:gt.blockores,false,gregtech
oreNetherrackDesh,1xgt.blockores@1884,gregtech:gt.blockores,false,gregtech
oreNetherrackDiamond,1xgt.blockores@1500,gregtech:gt.blockores,false,gregtech
oreNetherrackDiatomite,1xgt.blockores@1948,gregtech:gt.blockores,false,gregtech
oreNetherrackDilithium,1xgt.blockores@1515,gregtech:gt.blockores,false,gregtech
oreNetherrackDolomite,1xgt.blockores@1914,gregtech:gt.blockores,false,gregtech
oreNetherrackDysprosium,1xgt.blockores@1073,gregtech:gt.blockores,false,gregtech
oreNetherrackElectrum,1xgt.blockores@1303,gregtech:gt.blockores,false,gregtech
oreNetherrackEmerald,1xgt.blockores@1501,gregtech:gt.blockores,false,gregtech
oreNetherrackEmery,1xgt.blockores@1861,gregtech:gt.blockores,false,gregtech
oreNetherrackErbium,1xgt.blockores@1075,gregtech:gt.blockores,false,gregtech
oreNetherrackEuropium,1xgt.blockores@1070,gregtech:gt.blockores,false,gregtech
oreNetherrackFZDarkIron,1xgt.blockores@1342,gregtech:gt.blockores,false,gregtech
oreNetherrackFirestone,1xgt.blockores@1347,gregtech:gt.blockores,false,gregtech
oreNetherrackFoolsRuby,1xgt.blockores@1512,gregtech:gt.blockores,false,gregtech
oreNetherrackForce,1xgt.blockores@1521,gregtech:gt.blockores,false,gregtech
oreNetherrackForcicium,1xgt.blockores@1518,gregtech:gt.blockores,false,gregtech
oreNetherrackForcillium,1xgt.blockores@1519,gregtech:gt.blockores,false,gregtech
oreNetherrackFullersEarth,1xgt.blockores@1928,gregtech:gt.blockores,false,gregtech
oreNetherrackFzDarkIron,1xgt.blockores@1342,gregtech:gt.blockores,false,gregtech
oreNetherrackGadolinium,1xgt.blockores@1071,gregtech:gt.blockores,false,gregtech
oreNetherrackGalena,1xgt.blockores@1830,gregtech:gt.blockores,false,gregtech
oreNetherrackGallium,1xgt.blockores@1037,gregtech:gt.blockores,false,gregtech
oreNetherrackGarnet,1xgt.blockores@1527,gregtech:gt.blockores,false,gregtech
oreNetherrackGarnetRed,1xgt.blockores@1527,gregtech:gt.blockores,false,gregtech
oreNetherrackGarnetSand,1xgt.blockores@1938,gregtech:gt.blockores,false,gregtech
oreNetherrackGarnetYellow,1xgt.blockores@1528,gregtech:gt.blockores,false,gregtech
oreNetherrackGarnierite,1xgt.blockores@1906,gregtech:gt.blockores,false,gregtech
oreNetherrackGlauconite,1xgt.blockores@1933,gregtech:gt.blockores,false,gregtech
oreNetherrackGlauconiteSand,1xgt.blockores@1949,gregtech:gt.blockores,false,gregtech
oreNetherrackGold,1xgt.blockores@1086,gregtech:gt.blockores,false,gregtech
oreNetherrackGraniticMineralSand,1xgt.blockores@1936,gregtech:gt.blockores,false,gregtech
oreNetherrackGraphite,1xgt.blockores@1865,gregtech:gt.blockores,false,gregtech
oreNetherrackGreenSapphire,1xgt.blockores@1504,gregtech:gt.blockores,false,gregtech
oreNetherrackGrossular,1xgt.blockores@1831,gregtech:gt.blockores,false,gregtech
oreNetherrackGypsum,1xgt.blockores@1934,gregtech:gt.blockores,false,gregtech
oreNetherrackHolmium,1xgt.blockores@1074,gregtech:gt.blockores,false,gregtech
oreNetherrackIlmenite,1xgt.blockores@1918,gregtech:gt.blockores,false,gregtech
oreNetherrackIndium,1xgt.blockores@1056,gregtech:gt.blockores,false,gregtech
oreNetherrackInfusedAir,1xgt.blockores@1540,gregtech:gt.blockores,false,gregtech
oreNetherrackInfusedEarth,1xgt.blockores@1542,gregtech:gt.blockores,false,gregtech
oreNetherrackInfusedEntropy,1xgt.blockores@1544,gregtech:gt.blockores,false,gregtech
oreNetherrackInfusedFire,1xgt.blockores@1541,gregtech:gt.blockores,false,gregtech
oreNetherrackInfusedGold,1xgt.blockores@1323,gregtech:gt.blockores,false,gregtech
oreNetherrackInfusedOrder,1xgt.blockores@1545,gregtech:gt.blockores,false,gregtech
oreNetherrackInfusedWater,1xgt.blockores@1543,gregtech:gt.blockores,false,gregtech
oreNetherrackIridium,1xgt.blockores@1084,gregtech:gt.blockores,false,gregtech
oreNetherrackIron,1xgt.blockores@1032,gregtech:gt.blockores,false,gregtech
oreNetherrackJade,1xgt.blockores@1537,gregtech:gt.blockores,false,gregtech
oreNetherrackJasper,1xgt.blockores@1511,gregtech:gt.blockores,false,gregtech
oreNetherrackKaolinite,1xgt.blockores@1929,gregtech:gt.blockores,false,gregtech
oreNetherrackKyanite,1xgt.blockores@1924,gregtech:gt.blockores,false,gregtech
oreNetherrackLanthanum,1xgt.blockores@1064,gregtech:gt.blockores,false,gregtech
oreNetherrackLapis,1xgt.blockores@1526,gregtech:gt.blockores,false,gregtech
oreNetherrackLazurite,1xgt.blockores@1524,gregtech:gt.blockores,false,gregtech
oreNetherrackLead,1xgt.blockores@1089,gregtech:gt.blockores,false,gregtech
oreNetherrackLepidolite,1xgt.blockores@1907,gregtech:gt.blockores,false,gregtech
oreNetherrackLignite,1xgt.blockores@1538,gregtech:gt.blockores,false,gregtech
oreNetherrackLithium,1xgt.blockores@1006,gregtech:gt.blockores,false,gregtech
oreNetherrackLutetium,1xgt.blockores@1078,gregtech:gt.blockores,false,gregtech
oreNetherrackMagnesite,1xgt.blockores@1908,gregtech:gt.blockores,false,gregtech
oreNetherrackMagnesium,1xgt.blockores@1018,gregtech:gt.blockores,false,gregtech
oreNetherrackMagnetite,1xgt.blockores@1870,gregtech:gt.blockores,false,gregtech
oreNetherrackMalachite,1xgt.blockores@1871,gregtech:gt.blockores,false,gregtech
oreNetherrackManganese,1xgt.blockores@1031,gregtech:gt.blockores,false,gregtech
oreNetherrackMeteoricIron,1xgt.blockores@1340,gregtech:gt.blockores,false,gregtech
oreNetherrackMica,1xgt.blockores@1901,gregtech:gt.blockores,false,gregtech
oreNetherrackMidasium,1xgt.blockores@1332,gregtech:gt.blockores,false,gregtech
oreNetherrackMirabilite,1xgt.blockores@1900,gregtech:gt.blockores,false,gregtech
oreNetherrackMithril,1xgt.blockores@1331,gregtech:gt.blockores,false,gregtech
oreNetherrackMolybdenite,1xgt.blockores@1942,gregtech:gt.blockores,false,gregtech
oreNetherrackMolybdenum,1xgt.blockores@1048,gregtech:gt.blockores,false,gregtech
oreNetherrackMonazite,1xgt.blockores@1520,gregtech:gt.blockores,false,gregtech
oreNetherrackNaquadah,1xgt.blockores@1324,gregtech:gt.blockores,false,gregtech
oreNetherrackNaquadahEnriched,1xgt.blockores@1326,gregtech:gt.blockores,false,gregtech
oreNetherrackNaquadria,1xgt.blockores@1327,gregtech:gt.blockores,false,gregtech
oreNetherrackNeodymium,1xgt.blockores@1067,gregtech:gt.blockores,false,gregtech
oreNetherrackNetherQuartz,1xgt.blockores@1522,gregtech:gt.blockores,false,gregtech
oreNetherrackNeutronium,1xgt.blockores@1129,gregtech:gt.blockores,false,gregtech
oreNetherrackNickel,1xgt.blockores@1034,gregtech:gt.blockores,false,gregtech
oreNetherrackNikolite,1xgt.blockores@1812,gregtech:gt.blockores,false,gregtech
oreNetherrackNiobium,1xgt.blockores@1047,gregtech:gt.blockores,false,gregtech
oreNetherrackNiter,1xgt.blockores@1531,gregtech:gt.blockores,false,gregtech
oreNetherrackOilsands,1xgt.blockores@1878,gregtech:gt.blockores,false,gregtech
oreNetherrackOlivine,1xgt.blockores@1505,gregtech:gt.blockores,false,gregtech
oreNetherrackOpal,1xgt.blockores@1510,gregtech:gt.blockores,false,gregtech
oreNetherrackOsmium,1xgt.blockores@1083,gregtech:gt.blockores,false,gregtech
oreNetherrackPalladium,1xgt.blockores@1052,gregtech:gt.blockores,false,gregtech
oreNetherrackPentlandite,1xgt.blockores@1909,gregtech:gt.blockores,false,gregtech
oreNetherrackPeridot,1xgt.blockores@1505,gregtech:gt.blockores,false,gregtech
oreNetherrackPerlite,1xgt.blockores@1925,gregtech:gt.blockores,false,gregtech
oreNetherrackPhosphate,1xgt.blockores@1833,gregtech:gt.blockores,false,gregtech
oreNetherrackPhosphor,1xgt.blockores@1021,gregtech:gt.blockores,false,gregtech
oreNetherrackPhosphorite,1xgt.blockores@1534,gregtech:gt.blockores,false,gregtech
oreNetherrackPhosphorus,1xgt.blockores@1534,gregtech:gt.blockores,false,gregtech
oreNetherrackPigIron,1xgt.blockores@1307,gregtech:gt.blockores,false,gregtech
oreNetherrackPitchblende,1xgt.blockores@1873,gregtech:gt.blockores,false,gregtech
oreNetherrackPlatinum,1xgt.blockores@1085,gregtech:gt.blockores,false,gregtech
oreNetherrackPlutonium,1xgt.blockores@1100,gregtech:gt.blockores,false,gregtech
oreNetherrackPlutonium241,1xgt.blockores@1101,gregtech:gt.blockores,false,gregtech
oreNetherrackPollucite,1xgt.blockores@1919,gregtech:gt.blockores,false,gregtech
oreNetherrackPowellite,1xgt.blockores@1883,gregtech:gt.blockores,false,gregtech
oreNetherrackPraseodymium,1xgt.blockores@1066,gregtech:gt.blockores,false,gregtech
oreNetherrackPromethium,1xgt.blockores@1068,gregtech:gt.blockores,false,gregtech
oreNetherrackPumice,1xgt.blockores@1926,gregtech:gt.blockores,false,gregtech
oreNetherrackPyrite,1xgt.blockores@1834,gregtech:gt.blockores,false,gregtech
oreNetherrackPyrolusite,1xgt.blockores@1943,gregtech:gt.blockores,false,gregtech
oreNetherrackPyrope,1xgt.blockores@1835,gregtech:gt.blockores,false,gregtech
oreNetherrackQuartzSand,1xgt.blockores@1939,gregtech:gt.blockores,false,gregtech
oreNetherrackQuartzite,1xgt.blockores@1523,gregtech:gt.blockores,false,gregtech
oreNetherrackRedstone,1xgt.blockores@1810,gregtech:gt.blockores,false,gregtech
oreNetherrackRockSalt,1xgt.blockores@1944,gregtech:gt.blockores,false,gregtech
oreNetherrackRubidium,1xgt.blockores@1043,gregtech:gt.blockores,false,gregtech
oreNetherrackRuby,1xgt.blockores@1502,gregtech:gt.blockores,false,gregtech
oreNetherrackSalt,1xgt.blockores@1817,gregtech:gt.blockores,false,gregtech
oreNetherrackSaltpeter,1xgt.blockores@1836,gregtech:gt.blockores,false,gregtech
oreNetherrackSamarium,1xgt.blockores@1069,gregtech:gt.blockores,false,gregtech
oreNetherrackSapphire,1xgt.blockores@1503,gregtech:gt.blockores,false,gregtech
oreNetherrackScandium,1xgt.blockores@1027,gregtech:gt.blockores,false,gregtech
oreNetherrackScheelite,1xgt.blockores@1910,gregtech:gt.blockores,false,gregtech
oreNetherrackShadowIron,1xgt.blockores@1336,gregtech:gt.blockores,false,gregtech
oreNetherrackSilicon,1xgt.blockores@1020,gregtech:gt.blockores,false,gregtech
oreNetherrackSilver,1xgt.blockores@1054,gregtech:gt.blockores,false,gregtech
oreNetherrackSoapstone,1xgt.blockores@1877,gregtech:gt.blockores,false,gregtech
oreNetherrackSodalite,1xgt.blockores@1525,gregtech:gt.blockores,false,gregtech
oreNetherrackSpessartine,1xgt.blockores@1838,gregtech:gt.blockores,false,gregtech
oreNetherrackSphalerite,1xgt.blockores@1839,gregtech:gt.blockores,false,gregtech
oreNetherrackSpodumene,1xgt.blockores@1920,gregtech:gt.blockores,false,gregtech
oreNetherrackStibnite,1xgt.blockores@1945,gregtech:gt.blockores,false,gregtech
oreNetherrackStrontium,1xgt.blockores@1044,gregtech:gt.blockores,false,gregtech
oreNetherrackSulfur,1xgt.blockores@1022,gregtech:gt.blockores,false,gregtech
oreNetherrackTalc,1xgt.blockores@1902,gregtech:gt.blockores,false,gregtech
oreNetherrackTantalite,1xgt.blockores@1921,gregtech:gt.blockores,false,gregtech
oreNetherrackTantalum,1xgt.blockores@1080,gregtech:gt.blockores,false,gregtech
oreNetherrackTanzanite,1xgt.blockores@1508,gregtech:gt.blockores,false,gregtech
oreNetherrackTellurium,1xgt.blockores@1059,gregtech:gt.blockores,false,gregtech
oreNetherrackTerbium,1xgt.blockores@1072,gregtech:gt.blockores,false,gregtech
oreNetherrackTetrahedrite,1xgt.blockores@1840,gregtech:gt.blockores,false,gregtech
oreNetherrackThorium,1xgt.blockores@1096,gregtech:gt.blockores,false,gregtech
oreNetherrackThulium,1xgt.blockores@1076,gregtech:gt.blockores,false,gregtech
oreNetherrackTin,1xgt.blockores@1057,gregtech:gt.blockores,false,gregtech
oreNetherrackTitanium,1xgt.blockores@1028,gregtech:gt.blockores,false,gregtech
oreNetherrackTopaz,1xgt.blockores@1507,gregtech:gt.blockores,false,gregtech
oreNetherrackTrona,1xgt.blockores@1903,gregtech:gt.blockores,false,gregtech
oreNetherrackTungstate,1xgt.blockores@1841,gregtech:gt.blockores,false,gregtech
oreNetherrackTungsten,1xgt.blockores@1081,gregtech:gt.blockores,false,gregtech
oreNetherrackUraninite,1xgt.blockores@1922,gregtech:gt.blockores,false,gregtech
oreNetherrackUranium,1xgt.blockores@1098,gregtech:gt.blockores,false,gregtech
oreNetherrackUranium235,1xgt.blockores@1097,gregtech:gt.blockores,false,gregtech
oreNetherrackUvarovite,1xgt.blockores@1842,gregtech:gt.blockores,false,gregtech
oreNetherrackVanadium,1xgt.blockores@1029,gregtech:gt.blockores,false,gregtech
oreNetherrackVanadiumMagnetite,1xgt.blockores@1923,gregtech:gt.blockores,false,gregtech
oreNetherrackVermiculite,1xgt.blockores@1932,gregtech:gt.blockores,false,gregtech
oreNetherrackVinteum,1xgt.blockores@1529,gregtech:gt.blockores,false,gregtech
oreNetherrackWollastonite,1xgt.blockores@1915,gregtech:gt.blockores,false,gregtech
oreNetherrackWulfenite,1xgt.blockores@1882,gregtech:gt.blockores,false,gregtech
oreNetherrackYellowLimonite,1xgt.blockores@1931,gregtech:gt.blockores,false,gregtech
oreNetherrackYtterbium,1xgt.blockores@1077,gregtech:gt.blockores,false,gregtech
oreNetherrackYttrium,1xgt.blockores@1045,gregtech:gt.blockores,false,gregtech
oreNetherrackZeolite,1xgt.blockores@1916,gregtech:gt.blockores,false,gregtech
oreNetherrackZinc,1xgt.blockores@1036,gregtech:gt.blockores,false,gregtech
oreNeutronium,1xgt.blockores@129,gregtech:gt.blockores,false,gregtech
oreNickel,1xgt.blockores@34,gregtech:gt.blockores,false,gregtech
oreNikolite,1xgt.blockores@812,gregtech:gt.blockores,false,gregtech
oreNiobium,1xgt.blockores@47,gregtech:gt.blockores,false,gregtech
oreNiter,1xgt.blockores@531,gregtech:gt.blockores,false,gregtech
oreOilShale,1xtile.crudeRock@0,PFAAGeologica:crudeRock,false,PFAAGeologica
oreOilsands,1xgt.blockores@878,gregtech:gt.blockores,false,gregtech
oreOlivine,1xgt.blockores@505,gregtech:gt.blockores,false,gregtech
oreOpal,1xgt.blockores@510,gregtech:gt.blockores,false,gregtech
oreOsmium,1xgt.blockores@83,gregtech:gt.blockores,false,gregtech
orePalladium,1xgt.blockores@52,gregtech:gt.blockores,false,gregtech
orePentlandite,1xgt.blockores@909,gregtech:gt.blockores,false,gregtech
orePentlandite,1xtile.mediumOreRock@6,PFAAGeologica:mediumOreRock,false,PFAAGeologica
orePeridot,1xgt.blockores@505,gregtech:gt.blockores,false,gregtech
orePerlite,1xgt.blockores@925,gregtech:gt.blockores,false,gregtech
orePerlite,1xtile.strongOreRock@13,PFAAGeologica:strongOreRock,false,PFAAGeologica
orePhosphate,1xgt.blockores@833,gregtech:gt.blockores,false,gregtech
orePhosphor,1xgt.blockores@21,gregtech:gt.blockores,false,gregtech
orePhosphorite,1xgt.blockores@534,gregtech:gt.blockores,false,gregtech
orePhosphorus,1xgt.blockores@534,gregtech:gt.blockores,false,gregtech
orePigIron,1xgt.blockores@307,gregtech:gt.blockores,false,gregtech
orePitchblende,1xgt.blockores@873,gregtech:gt.blockores,false,gregtech
orePitchblende,1xtile.strongOreRock@9,PFAAGeologica:strongOreRock,false,PFAAGeologica
orePlatinum,1xgt.blockores@85,gregtech:gt.blockores,false,gregtech
orePlutonium,1xgt.blockores@100,gregtech:gt.blockores,false,gregtech
orePlutonium241,1xgt.blockores@101,gregtech:gt.blockores,false,gregtech
orePollucite,1xgt.blockores@919,gregtech:gt.blockores,false,gregtech
orePollucite,1xtile.strongOreRock@6,PFAAGeologica:strongOreRock,false,PFAAGeologica
orePotassiumFeldspar,1xtile.orePotassiumFeldspar@0,ihl:orePotassiumFeldspar,false,ihl
orePowellite,1xgt.blockores@883,gregtech:gt.blockores,false,gregtech
orePraseodymium,1xgt.blockores@66,gregtech:gt.blockores,false,gregtech
orePromethium,1xgt.blockores@68,gregtech:gt.blockores,false,gregtech
orePumice,1xgt.blockores@926,gregtech:gt.blockores,false,gregtech
orePumice,1xtile.strongOreRock@14,PFAAGeologica:strongOreRock,false,PFAAGeologica
orePyrite,1xgt.blockores@834,gregtech:gt.blockores,false,gregtech
orePyrite,1xtile.strongOreRock@15,PFAAGeologica:strongOreRock,false,PFAAGeologica
orePyrolusite,1xgt.blockores@943,gregtech:gt.blockores,false,gregtech
orePyrolusite,1xtile.weakOreRock@4,PFAAGeologica:weakOreRock,false,PFAAGeologica
orePyrope,1xgt.blockores@835,gregtech:gt.blockores,false,gregtech
oreQuartz,1xtile.netherquartz@0,minecraft:quartz_ore,false,minecraft
oreQuartz,1xtile.strongOreRock@1,PFAAGeologica:strongOreRock,false,PFAAGeologica
oreQuartzSand,1xgt.blockores@939,gregtech:gt.blockores,false,gregtech
oreQuartzSand,1xtile.weakOreSand@4,PFAAGeologica:weakOreSand,false,PFAAGeologica
oreQuartzite,1xgt.blockores@523,gregtech:gt.blockores,false,gregtech
oreRealgar,1xtile.weakOreRock@9,PFAAGeologica:weakOreRock,false,PFAAGeologica
oreRedgraniteAdamant,1xgt.blockores@4319,gregtech:gt.blockores,false,gregtech
